Gene/Compound,Dataset,Correlation,other_entity_type
CC-223 (BRD:BRD-K88737571-001-02-2),PRISM Repurposing Public 24Q2,-0.039,compound_experiment
apronal (BRD:BRD-K00003524-001-01-9),PRISM Repurposing Public 24Q2,-0.039,compound_experiment
madecassoside (BRD:BRD-K00003328-001-01-9),PRISM Repurposing Public 24Q2,-0.039,compound_experiment
PF-03463275 (BRD:BRD-K00075673-001-02-9),PRISM Repurposing Public 24Q2,0.039,compound_experiment
NS-19504 (BRD:BRD-K03808106-001-02-9),PRISM Repurposing Public 24Q2,-0.039,compound_experiment
FN-1501 (BRD:BRD-K00003096-001-01-9),PRISM Repurposing Public 24Q2,0.039,compound_experiment
DSM265 (BRD:BRD-K35498911-001-02-9),PRISM Repurposing Public 24Q2,0.039,compound_experiment
plumbagin (BRD:BRD-K36137799-001-06-9),PRISM Repurposing Public 24Q2,0.039,compound_experiment
CCMQ (BRD:BRD-K06159959-001-03-9),PRISM Repurposing Public 24Q2,-0.039,compound_experiment
MSC2360844 (BRD:BRD-K00091079-001-01-9),PRISM Repurposing Public 24Q2,0.039,compound_experiment
Iodoxamate - QC Failure (BRD:BRD-K00071597-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,0.039,compound_experiment
Indoxacarb (BRD:BRD-K00089583-001-01-9),PRISM Repurposing Public 24Q2,0.039,compound_experiment
tenalisib (BRD:BRD-K00003263-001-01-9),PRISM Repurposing Public 24Q2,-0.039,compound_experiment
RS-504393 (BRD:BRD-K87510569-001-02-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.038,compound_experiment
piroxicam (BRD:BRD-A57382968-001-29-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.038,compound_experiment
12-O-tetradecanoylphorbol-13-acetate (BRD:BRD-K68552125-001-05-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.038,compound_experiment
halobetasol-propionate (BRD:BRD-K65877271-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.038,compound_experiment
ruxolitinib (BRD:BRD-K53972329-001-07-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.038,compound_experiment
NSC-23766 (BRD:BRD-A80213327-305-08-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.038,compound_experiment
tyrphostin-AG-494 (BRD:BRD-K34533029-001-08-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.038,compound_experiment
TPCA-1 (GDSC1:305),Drug sensitivity AUC (Sanger GDSC1),-0.038,compound_experiment
ETOPOSIDE (GDSC1:134),Drug sensitivity AUC (Sanger GDSC1),-0.038,compound_experiment
PIK-93 (GDSC1:303),Drug sensitivity AUC (Sanger GDSC1),-0.038,compound_experiment
KIN001-236 (GDSC1:286),Drug sensitivity AUC (Sanger GDSC1),-0.038,compound_experiment
DORAMAPIMOD (GDSC1:1042),Drug sensitivity AUC (Sanger GDSC1),0.038,compound_experiment
tozasertib (BRD:BRD-K59369769-001-20-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.038,compound_experiment
etrabamine (BRD:BRD-K00004658-001-01-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
D-64131 (BRD:BRD-K26997899-001-02-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.038,compound_experiment
"ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST (GDSC2:1802)",Drug sensitivity AUC (Sanger GDSC2),-0.038,compound_experiment
Terpinen-4-ol - QC Failure (BRD:BRD-A09155491-001-03-9 - QC Failure),PRISM Repurposing Public 24Q2,0.038,compound_experiment
NKY-80 (BRD:BRD-A75015151-001-08-9),PRISM Repurposing Public 24Q2,-0.038,compound_experiment
ML141 (BRD:BRD-A28422330-001-11-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
dapivirine (BRD:BRD-K12885236-001-02-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.038,compound_experiment
delpazolid (BRD:BRD-K00003363-001-01-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
I-BET-762 (GDSC2:1624),Drug sensitivity AUC (Sanger GDSC2),-0.038,compound_experiment
LINSITINIB (GDSC2:1510),Drug sensitivity AUC (Sanger GDSC2),0.038,compound_experiment
TRAM-39 (BRD:BRD-K81341251-001-02-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
OXALIPLATIN (GDSC2:1089),Drug sensitivity AUC (Sanger GDSC2),-0.038,compound_experiment
RG-108 (CTRP:411831),Drug sensitivity AUC (CTD^2),-0.038,compound_experiment
16-beta-bromoandrosterone (CTRP:411726),Drug sensitivity AUC (CTD^2),-0.038,compound_experiment
HC-067047 (CTRP:660083),Drug sensitivity AUC (CTD^2),0.038,compound_experiment
tetomilast (BRD:BRD-K00004564-001-01-9),PRISM Repurposing Public 24Q2,-0.038,compound_experiment
SAR439859 (BRD:BRD-K00091093-001-01-9),PRISM Repurposing Public 24Q2,-0.038,compound_experiment
Zearalanol (BRD:BRD-K11848003-001-17-9),PRISM Repurposing Public 24Q2,-0.038,compound_experiment
GW-3965 (BRD:BRD-K33818169-003-04-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.038,compound_experiment
AVE-0991 (BRD:BRD-K36154108-001-01-7),PRISM Repurposing Public 24Q2,-0.038,compound_experiment
bromindione (BRD:BRD-K50490982-001-09-9),PRISM Repurposing Public 24Q2,-0.038,compound_experiment
TC-I-2014 (BRD:BRD-K05262258-001-02-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
esaxerenone (BRD:BRD-K00003374-001-01-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
MK-7246 (BRD:BRD-K00003199-001-01-9),PRISM Repurposing Public 24Q2,-0.038,compound_experiment
acivicin (BRD:BRD-K13050541-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.038,compound_experiment
fludarabine (BRD:BRD-K66788707-001-14-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.038,compound_experiment
capecitabine (BRD:BRD-K61192372-001-08-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.038,compound_experiment
SF-11 (BRD:BRD-K42629487-001-09-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
Etripamil (BRD:BRD-K00090659-001-01-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
Spirapril Hydrochloride (BRD:BRD-K00074789-001-02-9),PRISM Repurposing Public 24Q2,-0.038,compound_experiment
amyloid P-IN-1 (BRD:BRD-K00090622-001-01-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
lomitapide (BRD:BRD-K92213669-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.038,compound_experiment
mevastatin (BRD:BRD-K94441233-001-13-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.038,compound_experiment
parcetasal (BRD:BRD-K00004740-001-01-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
daminozide (BRD:BRD-K83452553-001-07-9),PRISM Repurposing Public 24Q2,0.038,compound_experiment
TC-SP-14 (BRD:BRD-K87461578-001-02-9),PRISM Repurposing Public 24Q2,-0.037,compound_experiment
asimadoline (BRD:BRD-K00003477-001-01-9),PRISM Repurposing Public 24Q2,0.037,compound_experiment
strontium-ranelate (BRD:BRD-K83146339-001-04-0),PRISM Repurposing Public 24Q2,-0.037,compound_experiment
ametantrone (BRD:BRD-K00004726-001-01-9),PRISM Repurposing Public 24Q2,-0.037,compound_experiment
tauroglycocholate (BRD:BRD-K00003523-236-01-9),PRISM Repurposing Public 24Q2,0.037,compound_experiment
reversine (BRD:BRD-K77286328-001-03-7),PRISM Repurposing Public 24Q2,0.037,compound_experiment
MK-8998 (BRD:BRD-K86677390-001-02-9),PRISM Repurposing Public 24Q2,0.037,compound_experiment
SB-452533 (BRD:BRD-K03665769-001-02-9),PRISM Repurposing Public 24Q2,-0.037,compound_experiment
SSR180711 (BRD:BRD-K00004316-003-01-9),PRISM Repurposing Public 24Q2,0.037,compound_experiment
BIA-10-2474 (BRD:BRD-K00004735-001-01-9),PRISM Repurposing Public 24Q2,0.037,compound_experiment
tribromoethanol (BRD:BRD-K69632891-001-02-9),PRISM Repurposing Public 24Q2,0.037,compound_experiment
valbenazine (BRD:BRD-K00003233-001-01-9),PRISM Repurposing Public 24Q2,-0.037,compound_experiment
GF109203X (BRD:BRD-K31342827-001-13-8),PRISM Repurposing Public 24Q2,-0.037,compound_experiment
CHIR-99021 (CTRP:347812),Drug sensitivity AUC (CTD^2),0.037,compound_experiment
"AICAR, N1-(B-D-RIBOFURANOSYL)-5-AMINOIMIDAZOLE-4-CARBOXAMIDE (GDSC1:1001)",Drug sensitivity AUC (Sanger GDSC1),0.037,compound_experiment
CYTARABINE (GDSC1:1006),Drug sensitivity AUC (Sanger GDSC1),-0.037,compound_experiment
funapide (BRD:BRD-K00004702-001-01-9),PRISM Repurposing Public 24Q2,-0.037,compound_experiment
ML258 (CTRP:660314),Drug sensitivity AUC (CTD^2),0.037,compound_experiment
LRRK2-IN-1 (CTRP:607696),Drug sensitivity AUC (CTD^2),-0.037,compound_experiment
BVD-523 (BRD:BRD-K28965160-001-01-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.037,compound_experiment
cholecalciferol (BRD:BRD-K62779383-001-05-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.037,compound_experiment
GSK-J4 (BRD:BRD-K98203492-003-04-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.037,compound_experiment
iproniazid (BRD:BRD-K88568253-011-19-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
cibenzoline (BRD:BRD-K34251960-036-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
BI-2536 (BRD:BRD-K64890080-001-13-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
zaldaride (BRD:BRD-A26032986-050-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
estradiol (BRD:BRD-K18910433-001-36-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
erdafitinib (BRD:BRD-K84868168-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
nadifloxacin (BRD:BRD-A24397426-001-10-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
AMG-208 (BRD:BRD-K32285926-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
MG-132 (BRD:BRD-K60230970-001-17-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
AM-404 (BRD:BRD-K55462201-001-07-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.037,compound_experiment
SB-218795 (BRD:BRD-K61097567-001-08-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
idoxuridine (BRD:BRD-K76634210-001-14-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
hypericin (BRD:BRD-K29673530-001-05-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.037,compound_experiment
teprenone (BRD:BRD-K11510141-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
deflazacort (BRD:BRD-K96006502-001-02-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
GW-583340 (BRD:BRD-K79930101-300-03-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.037,compound_experiment
k-strophanthidin (BRD:BRD-A55312468-001-04-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.037,compound_experiment
ifosfamide (CTRP:35319),Drug sensitivity AUC (CTD^2),-0.037,compound_experiment
BRD-K13185470 (CTRP:660839),Drug sensitivity AUC (CTD^2),0.037,compound_experiment
istradefylline (CTRP:687694),Drug sensitivity AUC (CTD^2),0.037,compound_experiment
WZ8040 (CTRP:628614),Drug sensitivity AUC (CTD^2),0.037,compound_experiment
DC-260126 (BRD:BRD-K10596918-001-02-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
PTC-028 (BRD:BRD-K00010388-001-01-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
rigosertib (CTRP:660397),Drug sensitivity AUC (CTD^2),-0.036,compound_experiment
tivozanib (CTRP:418170),Drug sensitivity AUC (CTD^2),-0.036,compound_experiment
HLI 373 (CTRP:481311),Drug sensitivity AUC (CTD^2),-0.036,compound_experiment
BRD-K51490254 (CTRP:616355),Drug sensitivity AUC (CTD^2),-0.036,compound_experiment
PHA-793887 (CTRP:640007),Drug sensitivity AUC (CTD^2),-0.036,compound_experiment
selonsertib (BRD:BRD-K00003274-001-01-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
Navoximod (BRD:BRD-K00078423-001-02-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
VU10010 (BRD:BRD-K12483104-001-02-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
peposertib (BRD:BRD-K00003426-001-01-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
PF-514273 (BRD:BRD-K00004642-001-01-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
CJ-033466 (BRD:BRD-K21306330-001-02-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
chromium-picolinate (BRD:BRD-K01029106-001-02-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
"PILARALISIB, XL-147 (GDSC1:372)",Drug sensitivity AUC (Sanger GDSC1),-0.036,compound_experiment
TW-37 (GDSC1:1149),Drug sensitivity AUC (Sanger GDSC1),-0.036,compound_experiment
"VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199 (GDSC1:412)",Drug sensitivity AUC (Sanger GDSC1),0.036,compound_experiment
AGI-6780 (GDSC1:562),Drug sensitivity AUC (Sanger GDSC1),0.036,compound_experiment
KOBE2602 (GDSC1:563),Drug sensitivity AUC (Sanger GDSC1),-0.036,compound_experiment
VX-702 (GDSC1:1028),Drug sensitivity AUC (Sanger GDSC1),-0.036,compound_experiment
alisertib (CTRP:636711),Drug sensitivity AUC (CTD^2),0.036,compound_experiment
SB-297006 (BRD:BRD-K16107558-001-02-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
ASP5878 (BRD:BRD-K00091280-001-01-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
SNS-032 (CTRP:606254),Drug sensitivity AUC (CTD^2),0.036,compound_experiment
LCL-161 (BRD:BRD-K08248804-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
tranilast (BRD:BRD-K17849083-001-32-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
atuveciclib (BRD:BRD-K00003144-001-01-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
Pipequaline - QC Failure (BRD:BRD-K00078382-001-02-9 - QC Failure),PRISM Repurposing Public 24Q2,0.036,compound_experiment
pyrantel-pamoate (BRD:BRD-K20672254-046-05-4),PRISM Repurposing Public 24Q2,0.036,compound_experiment
Mapracorat (BRD:BRD-K00077013-001-02-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
Olinciguat (BRD:BRD-K00091274-001-01-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
ingenol (BRD:BRD-K00003329-001-01-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
OR-1896 (BRD:BRD-K86283245-001-03-9),PRISM Repurposing Public 24Q2,0.036,compound_experiment
NU-2058 (BRD:BRD-K20976221-001-12-0),PRISM Repurposing Public 24Q2,0.036,compound_experiment
SR-31747 (BRD:BRD-K00074858-003-02-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
lomeguatrib (BRD:BRD-K27955832-001-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
NVP-BVU972 (BRD:BRD-K77943374-001-02-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
BTS-54505 (BRD:BRD-A68304895-003-02-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
ABT-751 (BRD:BRD-K91623615-001-05-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
beclomethasone-dipropionate (BRD:BRD-K97810537-001-13-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.036,compound_experiment
gemigliptin (BRD:BRD-K00003182-001-01-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
dexrazoxane (BRD:BRD-K07265709-003-05-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.036,compound_experiment
ryuvidine (BRD:BRD-K06426971-001-02-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.036,compound_experiment
WHI-P154 (BRD:BRD-K07487750-001-03-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
VX-11E (GDSC2:2096),Drug sensitivity AUC (Sanger GDSC2),0.036,compound_experiment
elacridar (BRD:BRD-K88807631-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
meisoindigo (BRD:BRD-K14529030-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
norethindrone (BRD:BRD-K92073408-001-16-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
AM-580 (BRD:BRD-K06854232-001-19-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.036,compound_experiment
DMH1 (BRD:BRD-K39381259-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
TG-101209 (BRD:BRD-K39841531-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
NSC-632839 (BRD:BRD-K81197548-003-01-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.036,compound_experiment
oxibendazole (BRD:BRD-K52075715-001-06-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
YO-01027 (BRD:BRD-K04622161-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.036,compound_experiment
tucidinostat (BRD:BRD-K95216408-001-02-9),PRISM Repurposing Public 24Q2,-0.036,compound_experiment
GS-39783 (BRD:BRD-K75478907-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.036,compound_experiment
ENTINOSTAT (GDSC2:1593),Drug sensitivity AUC (Sanger GDSC2),0.036,compound_experiment
TOPOTECAN (GDSC2:1808),Drug sensitivity AUC (Sanger GDSC2),-0.036,compound_experiment
VENETOCLAX (GDSC2:1909),Drug sensitivity AUC (Sanger GDSC2),-0.035,compound_experiment
baloxavir (BRD:BRD-K00003496-001-01-9),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
axitinib (BRD:BRD-K29905972-001-06-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
LGK-974 (GDSC2:1598),Drug sensitivity AUC (Sanger GDSC2),-0.035,compound_experiment
GSK269962A (GDSC2:1192),Drug sensitivity AUC (Sanger GDSC2),0.035,compound_experiment
681640 (GDSC2:1046),Drug sensitivity AUC (Sanger GDSC2),-0.035,compound_experiment
vincristine (BRD:BRD-K12251893-065-04-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
aminopurvalanol-a (BRD:BRD-K07762753-001-04-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.035,compound_experiment
MK-0812 (BRD:BRD-K14175878-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.035,compound_experiment
butylscopolamine-bromide (BRD:BRD-A53951045-004-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
atorvastatin (BRD:BRD-K69726342-238-02-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
cabozantinib (BRD:BRD-K51544265-001-04-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.035,compound_experiment
BW-180C (BRD:BRD-K57927309-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.035,compound_experiment
iobenguane (BRD:BRD-K43860855-065-11-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
emetine (BRD:BRD-A25687296-300-04-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
AZ20 (BRD:BRD-K42436189-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.035,compound_experiment
talazoparib (BRD:BRD-K95142244-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
imidapril (BRD:BRD-K34332569-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.035,compound_experiment
oncrasin-1 (BRD:BRD-K43449605-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
forodesine (BRD:BRD-K16505263-003-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
cyclocytidine (BRD:BRD-K67536197-003-11-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
chlorpropamide (BRD:BRD-K97746869-001-27-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
methiazole (BRD:BRD-K02764365-001-13-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.035,compound_experiment
AZD2014 (BRD:BRD-K99113996-001-02-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
nicorandil (BRD:BRD-K97752965-001-16-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.035,compound_experiment
AR-13324 M1 metabolite - QC Failure (BRD:BRD-K00091124-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
kartogenin (BRD:BRD-K27584835-001-02-9),PRISM Repurposing Public 24Q2,0.035,compound_experiment
TC-S-7006 (BRD:BRD-K51776215-001-03-9),PRISM Repurposing Public 24Q2,0.035,compound_experiment
JNJ-678 (BRD:BRD-K00004600-001-01-9),PRISM Repurposing Public 24Q2,0.035,compound_experiment
LXS196 (BRD:BRD-K00003425-001-01-9),PRISM Repurposing Public 24Q2,0.035,compound_experiment
ASP-9521 (BRD:BRD-K00003301-001-01-9),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
AZD7762 (GDSC1:1022),Drug sensitivity AUC (Sanger GDSC1),0.035,compound_experiment
PELITINIB (GDSC1:282),Drug sensitivity AUC (Sanger GDSC1),0.035,compound_experiment
valdecoxib (CTRP:32372),Drug sensitivity AUC (CTD^2),-0.035,compound_experiment
trifluoperazine (CTRP:26914),Drug sensitivity AUC (CTD^2),-0.035,compound_experiment
UNC0638 (CTRP:594665),Drug sensitivity AUC (CTD^2),-0.035,compound_experiment
CAY10594 (CTRP:411824),Drug sensitivity AUC (CTD^2),-0.035,compound_experiment
BRD-K86535717 (CTRP:429535),Drug sensitivity AUC (CTD^2),0.035,compound_experiment
phloretin (CTRP:24173),Drug sensitivity AUC (CTD^2),-0.035,compound_experiment
simurosertib (BRD:BRD-K00004727-001-01-9),PRISM Repurposing Public 24Q2,0.035,compound_experiment
pagoclone (BRD:BRD-K00003428-001-01-9),PRISM Repurposing Public 24Q2,0.035,compound_experiment
GSK2837808A (BRD:BRD-K50679358-001-02-9),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
AZD1940 (BRD:BRD-K00075152-001-02-9),PRISM Repurposing Public 24Q2,0.035,compound_experiment
rilapladib (BRD:BRD-K00004676-001-01-9),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
temefos (BRD:BRD-K51805276-001-10-9),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
ACT-132577 (BRD:BRD-K34843150-001-03-0),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
centanafadine (BRD:BRD-K00004588-001-01-9),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
dihydroxyacetone (BRD:BRD-K18637542-001-01-7),PRISM Repurposing Public 24Q2,-0.035,compound_experiment
felypressin (BRD:BRD-K00003319-001-01-9),PRISM Repurposing Public 24Q2,0.035,compound_experiment
captamine (BRD:BRD-K81645907-001-01-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.035,compound_experiment
dihydroxyphenylglycine (BRD:BRD-A20589515-001-03-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
4-(aminomethyl)benzoic-acid (BRD:BRD-K00003517-001-01-9),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
CCT-031374 (BRD:BRD-K90999434-004-02-9),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
cicloprofen (BRD:BRD-A94965935-001-01-6),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
Gln-1062 (BRD:BRD-K00004731-001-01-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
sulfisomidin (BRD:BRD-K52416806-001-05-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
Olutasidenib (BRD:BRD-K00091092-001-01-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
T-1095 (BRD:BRD-K00004631-001-01-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
BMS-986205 (BRD:BRD-K00003418-001-01-9),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
5-FLUOROURACIL (GDSC1:179),Drug sensitivity AUC (Sanger GDSC1),0.034,compound_experiment
mifepristone (BRD:BRD-K37270826-001-27-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
diphemanil (BRD:BRD-K93441486-067-12-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.034,compound_experiment
OTX015 (BRD:BRD-K43471985-001-03-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.034,compound_experiment
"SPHINGOSINE KINASE 1 INHIBITOR II, PF-543 (GDSC1:408)",Drug sensitivity AUC (Sanger GDSC1),0.034,compound_experiment
SB-216641 (BRD:BRD-K30867024-003-03-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
PI3K-IN-2 (BRD:BRD-K62374002-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.034,compound_experiment
VL285 (BRD:BRD-K00005338-001-01-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
nicotine (BRD:BRD-A93695607-322-02-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
cyclovirobuxin-d (BRD:BRD-K27799744-001-02-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
SDZ-WAG-994 (BRD:BRD-K39558284-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.034,compound_experiment
mercaptopurine (BRD:BRD-K91601245-001-12-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.034,compound_experiment
AB928 (BRD:BRD-K00091111-001-01-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
pepstatin (BRD:BRD-K13571841-001-14-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.034,compound_experiment
VU152100 (BRD:BRD-K87727457-001-02-9),PRISM Repurposing Public 24Q2,-0.034,compound_experiment
Valnivudine (BRD:BRD-K00091275-001-01-9),PRISM Repurposing Public 24Q2,0.034,compound_experiment
SAVOLITINIB (GDSC2:1936),Drug sensitivity AUC (Sanger GDSC2),0.034,compound_experiment
nakiterpiosin (CTRP:417452),Drug sensitivity AUC (CTD^2),-0.034,compound_experiment
