Gene/Compound,Dataset,Correlation,other_entity_type
SERDEMETAN (GDSC1:1133),Drug sensitivity AUC (Sanger GDSC1),0.005,compound_experiment
GNF-2 (GDSC1:52),Drug sensitivity AUC (Sanger GDSC1),0.005,compound_experiment
MK-0752 (CTRP:660332),Drug sensitivity AUC (CTD^2),-0.005,compound_experiment
PF-06409577 (BRD:BRD-K00003731-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
3-Cl-AHPC (CTRP:660796),Drug sensitivity AUC (CTD^2),-0.005,compound_experiment
BRD-K27188169:navitoclax (2:1 mol/mol) (CTRP:665818),Drug sensitivity AUC (CTD^2),0.005,compound_experiment
YK 4-279 (CTRP:632103),Drug sensitivity AUC (CTD^2),0.005,compound_experiment
selumetinib:GDC-0941 (4:1 mol/mol) (CTRP:660174),Drug sensitivity AUC (CTD^2),0.005,compound_experiment
JW-480 (CTRP:660227),Drug sensitivity AUC (CTD^2),0.005,compound_experiment
6-Diazo-5-oxo-L-nor-Leucine - QC Failure (BRD:BRD-K84924563-001-06-9 - QC Failure),PRISM Repurposing Public 24Q2,0.004,compound_experiment
Crocin - QC Failure (BRD:BRD-K00091268-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,0.004,compound_experiment
zoliflodacin (BRD:BRD-K00003264-001-01-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
ABX-1431 (BRD:BRD-K00004603-001-01-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
LY2857785 (BRD:BRD-K15382985-001-01-7),PRISM Repurposing Public 24Q2,0.004,compound_experiment
A-839977 (BRD:BRD-K60427831-001-02-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
A12B4C3 (BRD:BRD-A30000356-001-02-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
CK-101 (BRD:BRD-K00005246-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
alpha-asarone (BRD:BRD-K72536715-001-01-5),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
(+)-Borneol - QC Failure (BRD:BRD-K00091292-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
argireline (BRD:BRD-K00003332-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
bexagliflozin (BRD:BRD-K00003246-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
astilbin (BRD:BRD-K44845912-001-02-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
roluperidone (BRD:BRD-K00003283-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
olodanrigan (BRD:BRD-K00003151-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
lucanthone (BRD:BRD-K00003521-001-01-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
TC-G-1000 (BRD:BRD-K27010807-050-02-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
PTC596 (BRD:BRD-K00090626-001-01-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
LY2940094 (BRD:BRD-K00077386-001-02-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
fenebrutinib (BRD:BRD-K25290930-001-03-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
ethynylcytidine (BRD:BRD-K00003207-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
R-121919 (BRD:BRD-K00004717-001-01-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
afamelanotide (BRD:BRD-K00003330-001-01-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
acelarin (BRD:BRD-K00003531-001-01-9),PRISM Repurposing Public 24Q2,0.004,compound_experiment
radiprodil (BRD:BRD-K00005328-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
glecaprevir (BRD:BRD-K00003260-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
CKI-7 (BRD:BRD-K34303607-300-01-4),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
sultiame (BRD:BRD-K00003488-001-01-9),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
Lapirium chloride - QC Failure (BRD:BRD-K00071588-003-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.004,compound_experiment
crystal-violet (BRD:BRD-K60025295-003-06-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
veliparib (CTRP:606034),Drug sensitivity AUC (CTD^2),-0.004,compound_experiment
CARMUSTINE (GDSC2:1807),Drug sensitivity AUC (Sanger GDSC2),-0.004,compound_experiment
UNC1215 (GDSC1:1262),Drug sensitivity AUC (Sanger GDSC1),-0.004,compound_experiment
"A-770041, KIN001-111 (GDSC1:55)",Drug sensitivity AUC (Sanger GDSC1),-0.004,compound_experiment
TIVOZANIB (GDSC1:312),Drug sensitivity AUC (Sanger GDSC1),-0.004,compound_experiment
MIDOSTAURIN (GDSC1:153),Drug sensitivity AUC (Sanger GDSC1),0.004,compound_experiment
propoxycaine (BRD:BRD-K18250272-003-11-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
isoxsuprine (BRD:BRD-A16700644-003-04-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.004,compound_experiment
carvedilol (BRD:BRD-A10977446-001-12-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
marimastat (BRD:BRD-K21396683-001-04-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
SCH-900776 (BRD:BRD-K75009076-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
lestaurtinib (BRD:BRD-A27376179-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.004,compound_experiment
theophylline (BRD:BRD-K97799481-001-16-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
thioguanine (BRD:BRD-K49350383-001-13-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
BYL-719 (CTRP:668495),Drug sensitivity AUC (CTD^2),-0.004,compound_experiment
JQ-1:UNC0638 (2:1 mol/mol) (CTRP:660129),Drug sensitivity AUC (CTD^2),0.004,compound_experiment
idelalisib (BRD:BRD-K60866521-001-07-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
JQ-1:carboplatin (1:1 mol/mol) (CTRP:660247),Drug sensitivity AUC (CTD^2),0.004,compound_experiment
lomeguatrib (CTRP:660207),Drug sensitivity AUC (CTD^2),0.004,compound_experiment
BRD-K37390332 (CTRP:463198),Drug sensitivity AUC (CTD^2),-0.004,compound_experiment
MST-312 (CTRP:411865),Drug sensitivity AUC (CTD^2),-0.004,compound_experiment
ML050 (CTRP:153820),Drug sensitivity AUC (CTD^2),-0.004,compound_experiment
PF-184 (CTRP:660208),Drug sensitivity AUC (CTD^2),0.004,compound_experiment
OSI-027 (BRD:BRD-K87124298-001-03-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.004,compound_experiment
NMS-E973 (BRD:BRD-K58770988-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.004,compound_experiment
cyclophosphamide (BRD:BRD-A09722536-002-18-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.004,compound_experiment
wiskostatin (BRD:BRD-A18579359-001-05-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
ML324 (BRD:BRD-K25611237-001-02-1),PRISM Repurposing Public 24Q2,0.003,compound_experiment
LY3295668 (BRD:BRD-K00004722-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
Ranitidine (hydrochloride) (BRD:BRD-K76687997-003-07-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
Taletrectinib - QC Failure (BRD:BRD-K00091097-040-01-9 - QC Failure),PRISM Repurposing Public 24Q2,0.003,compound_experiment
Remogliflozin etabonate (BRD:BRD-K00090650-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
Ro-5263397 (BRD:BRD-K00004623-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
siremadlin (BRD:BRD-K65480835-001-02-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
rosuvastatin (BRD:BRD-K82941592-238-07-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
ALX-40-4C (BRD:BRD-K00003337-019-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
PF-06282999 (BRD:BRD-K00003279-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
lodenosine (BRD:BRD-K00004554-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
LEQ506 (BRD:BRD-K00003269-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
sufugolix (BRD:BRD-K00004582-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
Saredutant (BRD:BRD-K00091297-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
eldecalcitol (BRD:BRD-K00003316-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
OF-1 (BRD:BRD-K92658264-001-02-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
Latanoprostene bunod (BRD:BRD-K00029604-001-02-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
avacopan (BRD:BRD-K00003256-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
Filibuvir (BRD:BRD-K00091264-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
phenyl-salicylate (BRD:BRD-K44091963-001-04-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
VER-155008 (BRD:BRD-K32330832-001-01-0),PRISM Repurposing Public 24Q2,0.003,compound_experiment
ITX3 (BRD:BRD-K36515744-001-03-5),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
ISO-1 (BRD:BRD-A94055480-001-02-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
AZD2098 (BRD:BRD-K00076909-001-02-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
edonerpic-maleate (BRD:BRD-K00003259-050-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
UBP-296 (BRD:BRD-A45499626-001-04-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
doravirine (BRD:BRD-K00003231-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
GW-1100 (BRD:BRD-K23614267-001-01-2),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
CC-90011 (benzenesulfonate) (BRD:BRD-K00091110-074-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
CB-1158 (dihydrochloride) - QC Failure (BRD:BRD-K00090656-300-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
XL041 (BRD:BRD-K00003439-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
E7820 (BRD:BRD-K00003172-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
CP-640186 (BRD:BRD-K26921335-003-01-2),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
Tricaine (methanesulfonate) (BRD:BRD-K44518413-066-04-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
BMS-986020 (BRD:BRD-K00004586-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
tenapanor (BRD:BRD-K00003201-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
ceruletide (BRD:BRD-K00003320-001-01-9),PRISM Repurposing Public 24Q2,0.003,compound_experiment
talsaclidine (BRD:BRD-K00004651-001-01-9),PRISM Repurposing Public 24Q2,-0.003,compound_experiment
TANESPIMYCIN (GDSC1:1026),Drug sensitivity AUC (Sanger GDSC1),-0.003,compound_experiment
exisulind (BRD:BRD-K37708699-001-01-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
ifosfamide (BRD:BRD-A67097164-001-18-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
BRD-K11533227 (CTRP:389297),Drug sensitivity AUC (CTD^2),-0.003,compound_experiment
BMS-345541 (CTRP:622911),Drug sensitivity AUC (CTD^2),0.003,compound_experiment
BRD-K33199242 (CTRP:449707),Drug sensitivity AUC (CTD^2),-0.003,compound_experiment
BRD-K61166597 (CTRP:348633),Drug sensitivity AUC (CTD^2),-0.003,compound_experiment
GW-405833 (CTRP:375447),Drug sensitivity AUC (CTD^2),-0.003,compound_experiment
pralatrexate (BRD:BRD-A74914197-001-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
GSK269962A (GDSC1:1192),Drug sensitivity AUC (Sanger GDSC1),0.003,compound_experiment
hydroxyurea (BRD:BRD-K51747290-001-13-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
selamectin (BRD:BRD-A58564983-001-04-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
belinostat (BRD:BRD-K17743125-001-08-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
trans-4-Hydroxycrotonic-acid (BRD:BRD-K91614056-001-02-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
famciclovir (BRD:BRD-K45033733-001-12-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
daunorubicin (BRD:BRD-K43389675-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
talmapimod (BRD:BRD-K17555800-003-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
CP-724714 (BRD:BRD-K76908866-001-07-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
fluorouracil (CTRP:25344),Drug sensitivity AUC (CTD^2),0.003,compound_experiment
CPI-1189 (BRD:BRD-K11073688-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
R547 (BRD:BRD-K52233191-001-02-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
ornithine (BRD:BRD-A13561534-003-02-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
AS-1949490 (BRD:BRD-K61936403-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
broxaldine (BRD:BRD-K36222532-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
methscopolamine (BRD:BRD-A03932035-004-04-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
BF2.649 (BRD:BRD-K21673112-003-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
paliperidone (BRD:BRD-A99888680-001-03-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
fruquintinib (BRD:BRD-K70504253-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
IKK-2-inhibitor-V (BRD:BRD-K74305673-001-06-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
linalool (BRD:BRD-A43082461-001-06-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
litronesib (BRD:BRD-K83029223-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
toremifene (BRD:BRD-K51350053-048-16-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
volasertib (BRD:BRD-K69776681-001-03-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.003,compound_experiment
Platin (CTRP:375395),Drug sensitivity AUC (CTD^2),0.003,compound_experiment
imiquimod (BRD:BRD-K26657438-001-15-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.003,compound_experiment
necrostatin-7 (CTRP:660201),Drug sensitivity AUC (CTD^2),0.003,compound_experiment
BELINOSTAT (GDSC1:274),Drug sensitivity AUC (Sanger GDSC1),0.003,compound_experiment
RU-SKI-43 (GDSC1:576),Drug sensitivity AUC (Sanger GDSC1),-0.003,compound_experiment
JQ12 (GDSC1:164),Drug sensitivity AUC (Sanger GDSC1),-0.003,compound_experiment
PHA-793887 (GDSC1:301),Drug sensitivity AUC (Sanger GDSC1),0.003,compound_experiment
CABOZANTINIB (GDSC1:249),Drug sensitivity AUC (Sanger GDSC1),0.003,compound_experiment
SL 0101-1 (GDSC1:1039),Drug sensitivity AUC (Sanger GDSC1),0.003,compound_experiment
BOSUTINIB (GDSC1:1019),Drug sensitivity AUC (Sanger GDSC1),0.003,compound_experiment
AZ6102 (GDSC2:2109),Drug sensitivity AUC (Sanger GDSC2),-0.003,compound_experiment
BVD-523 (GDSC2:1908),Drug sensitivity AUC (Sanger GDSC2),0.003,compound_experiment
verucerfont (BRD:BRD-K00003180-001-01-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
APX-115 (free base) - QC Failure (BRD:BRD-K00091125-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
naxagolide (BRD:BRD-K00004670-001-01-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
dixyrazine (BRD:BRD-K00003339-001-01-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
AG-556 (BRD:BRD-K81048131-001-03-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
nemiralisib (BRD:BRD-K00003285-001-01-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
BRL-44408 (BRD:BRD-K01825677-050-02-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
fosfluconazole (BRD:BRD-K00003384-001-01-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
osilodrostat (BRD:BRD-K00003210-001-01-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
fumagillin (BRD:BRD-A99367815-001-04-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
avoralstat (BRD:BRD-K00003224-001-01-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
butylidenephthalide (BRD:BRD-K02260986-001-03-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
convallatoxin (BRD:BRD-K00004559-001-01-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
lanabecestat (BRD:BRD-K00003387-001-01-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
morphothiadin (BRD:BRD-K00003491-001-01-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
valnemulin (BRD:BRD-K33813875-003-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
floxuridine (BRD:BRD-A03757454-001-03-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
CH5132799 (BRD:BRD-K28352084-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
salvianolic-acid-A (BRD:BRD-K00005247-001-01-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
BMS-470539 (BRD:BRD-K22000702-300-02-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
efletirizine (BRD:BRD-K00004551-001-01-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
emricasan (BRD:BRD-K00023644-001-01-9),PRISM Repurposing Public 24Q2,-0.002,compound_experiment
tedizolid (BRD:BRD-K59436580-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
AZD2858 (BRD:BRD-K85849709-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
AZD5991 (BRD:BRD-K00005264-001-02-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
GDC-0152 (BRD:BRD-K68938568-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
navitoclax (BRD:BRD-K82746043-001-15-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
4E1RCat (BRD:BRD-K67173685-001-06-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
cimetidine (BRD:BRD-K34157611-001-16-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
Actinonin (BRD:BRD-K24621118-001-04-9),PRISM Repurposing Public 24Q2,0.002,compound_experiment
LY2334737 (BRD:BRD-K04993719-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
LY2784544 (BRD:BRD-K25630527-001-03-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
filanesib (BRD:BRD-K37379014-001-02-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
CEP-37440 (BRD:BRD-K72827473-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
harringtonine (BRD:BRD-K96358241-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
ICI-162846 (BRD:BRD-K11071038-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
SB-242235 (BRD:BRD-K19412355-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
sulfasalazine (BRD:BRD-K10670311-001-15-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
PSI-7976 (BRD:BRD-K05674516-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.002,compound_experiment
methocarbamol (BRD:BRD-A31521121-001-26-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
benzocaine (BRD:BRD-K75466013-001-14-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.002,compound_experiment
FQI-1 (CTRP:102193),Drug sensitivity AUC (CTD^2),-0.002,compound_experiment
